timestamp,epoch_time,image_filename,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,gps_utc,gps_lat,gps_ns,gps_lon,gps_ew,gps_speed_kn,gps_course_deg,gps_valid
2025-11-01_15-51-03-533,1761992463.5336964,images/image_2025-11-01_15-51-03-533_0122.jpg,-0.0452,0.2383,0.936,-4.954,-2.099,-8.183,102103.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-04-011,1761992464.0112433,images/image_2025-11-01_15-51-04-011_0123.jpg,0.0078,0.2888,0.7563,-13.145,6.45,-6.305,102103.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-04-441,1761992464.441636,images/image_2025-11-01_15-51-04-441_0124.jpg,-0.0344,0.1846,0.8647,-19.672,14.634,1.527,102104.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-04-887,1761992464.88718,images/image_2025-11-01_15-51-04-887_0125.jpg,0.0454,0.0886,0.9778,-42.618,28.29,6.374,102104.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-05-336,1761992465.336763,images/image_2025-11-01_15-51-05-336_0126.jpg,0.0139,0.1965,0.7261,39.817,19.687,22.748,102105.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-05-887,1761992465.887409,images/image_2025-11-01_15-51-05-887_0127.jpg,0.0386,0.2268,0.9736,5.588,7.504,6.649,102105.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-06-310,1761992466.3110125,images/image_2025-11-01_15-51-06-310_0128.jpg,0.0901,0.2385,0.9829,-9.153,-0.145,-5.023,102106.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-06-738,1761992466.739104,images/image_2025-11-01_15-51-06-738_0129.jpg,-0.0896,0.21,1.1162,-6.656,2.87,3.244,102106.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-07-320,1761992467.3202887,images/image_2025-11-01_15-51-07-320_0130.jpg,-0.0991,0.2837,1.0757,-18.168,9.29,7.313,102107.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-07-770,1761992467.7704425,images/image_2025-11-01_15-51-07-770_0131.jpg,0.0122,0.2085,1.0315,-10.214,-15.015,8.702,102107.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-08-316,1761992468.3161337,images/image_2025-11-01_15-51-08-316_0132.jpg,-0.0396,0.208,0.9858,-14.29,2.084,7.221,102108.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-08-774,1761992468.7749348,images/image_2025-11-01_15-51-08-774_0133.jpg,-0.0779,0.2002,0.9229,0.542,-12.275,14.954,102108.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-09-211,1761992469.211635,images/image_2025-11-01_15-51-09-211_0134.jpg,-0.1216,0.2732,0.9883,-2.725,5.702,4.481,102109.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-09-743,1761992469.7438998,images/image_2025-11-01_15-51-09-743_0135.jpg,-0.0432,0.1995,0.9468,-5.985,19.13,-0.718,102109.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-10-197,1761992470.1975756,images/image_2025-11-01_15-51-10-197_0136.jpg,0.0496,0.2249,0.8501,20.824,0.137,-8.26,102110.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-10-768,1761992470.768838,images/image_2025-11-01_15-51-10-768_0137.jpg,-0.1479,0.1877,1.1228,-26.618,-11.183,-0.618,102110.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-11-479,1761992471.4796362,images/image_2025-11-01_15-51-11-479_0138.jpg,-0.0447,0.1155,0.9485,-28.244,0.008,-1.42,102111.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-11-963,1761992471.963369,images/image_2025-11-01_15-51-11-963_0139.jpg,0.0022,0.1753,0.9558,16.74,-11.71,4.557,102111.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-12-601,1761992472.601119,images/image_2025-11-01_15-51-12-601_0140.jpg,-0.073,0.0681,0.8481,-63.618,-12.244,1.397,102112.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-13-293,1761992473.2936358,images/image_2025-11-01_15-51-13-293_0141.jpg,-0.1477,0.1021,1.0989,-0.809,34.153,3.573,102113.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-13-711,1761992473.711444,images/image_2025-11-01_15-51-13-711_0142.jpg,-0.051,0.1272,0.9919,20.305,-7.198,10.29,102113.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-14-158,1761992474.158183,images/image_2025-11-01_15-51-14-158_0143.jpg,-0.1243,0.134,0.9734,-8.282,4.122,-1.893,102114.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-14-618,1761992474.6190398,images/image_2025-11-01_15-51-14-618_0144.jpg,-0.0757,0.1843,0.9734,10.733,0.42,-1.344,102114.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-15-036,1761992475.0363147,images/image_2025-11-01_15-51-15-036_0145.jpg,-0.0964,0.2437,1.0183,1.0,-8.992,0.992,102115.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-15-479,1761992475.4792888,images/image_2025-11-01_15-51-15-479_0146.jpg,-0.1255,0.2209,0.9561,0.863,14.626,-0.664,102115.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-15-925,1761992475.9255202,images/image_2025-11-01_15-51-15-925_0147.jpg,-0.1057,0.2258,1.0518,5.595,-8.641,-1.817,102115.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-16-372,1761992476.372424,images/image_2025-11-01_15-51-16-372_0148.jpg,-0.1133,0.1826,1.0247,-7.115,-0.542,2.679,102116.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-16-784,1761992476.784128,images/image_2025-11-01_15-51-16-784_0149.jpg,-0.0837,0.2249,1.0112,-1.832,1.618,15.053,102116.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-17-289,1761992477.2891717,images/image_2025-11-01_15-51-17-289_0150.jpg,-0.0042,-0.0789,0.8896,-16.099,11.321,5.908,102117.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-17-759,1761992477.7595088,images/image_2025-11-01_15-51-17-759_0151.jpg,-0.061,0.2268,1.0251,-8.763,-32.832,8.885,102117.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-18-205,1761992478.205268,images/image_2025-11-01_15-51-18-205_0152.jpg,-0.1233,0.1641,1.0422,-12.053,-3.153,7.221,102118.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-18-630,1761992478.630689,images/image_2025-11-01_15-51-18-630_0153.jpg,-0.0903,0.0811,0.9338,5.534,2.237,5.534,102118.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-19-073,1761992479.0735118,images/image_2025-11-01_15-51-19-073_0154.jpg,-0.1165,0.3049,0.9146,-0.443,-21.084,7.947,102119.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-19-505,1761992479.506047,images/image_2025-11-01_15-51-19-505_0155.jpg,-0.2122,0.114,1.0259,-69.557,-38.443,-6.817,102119.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-19-941,1761992479.9418204,images/image_2025-11-01_15-51-19-941_0156.jpg,0.1272,0.1804,0.9512,49.145,24.115,-2.145,102119.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-20-432,1761992480.432578,images/image_2025-11-01_15-51-20-432_0157.jpg,0.0574,0.2056,1.2629,-12.618,75.374,2.374,102120.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-20-848,1761992480.8481874,images/image_2025-11-01_15-51-20-848_0158.jpg,-0.1218,0.2827,1.0559,-33.702,-1.779,-13.107,102120.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-21-284,1761992481.2842977,images/image_2025-11-01_15-51-21-284_0159.jpg,-0.0366,0.2944,1.1045,-16.221,24.023,-5.718,102121.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-21-744,1761992481.7444072,images/image_2025-11-01_15-51-21-744_0160.jpg,0.0242,0.2571,0.7661,67.733,1.458,9.168,102121.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-22-161,1761992482.1618342,images/image_2025-11-01_15-51-22-161_0161.jpg,0.002,0.1162,0.9302,-1.221,4.534,16.244,102122.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-22-588,1761992482.5889099,images/image_2025-11-01_15-51-22-588_0162.jpg,-0.0317,0.0825,1.002,7.29,2.435,15.985,102122.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-23-042,1761992483.0428624,images/image_2025-11-01_15-51-23-042_0163.jpg,-0.0833,0.228,0.9006,-6.962,8.389,-6.687,102123.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-23-473,1761992483.4740345,images/image_2025-11-01_15-51-23-473_0164.jpg,-0.082,0.3457,1.0093,13.26,6.023,5.962,102123.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-23-902,1761992483.9022987,images/image_2025-11-01_15-51-23-902_0165.jpg,-0.1096,0.3469,0.9768,-0.183,-3.847,3.939,102123.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-24-345,1761992484.3458936,images/image_2025-11-01_15-51-24-345_0166.jpg,-0.0637,0.2524,1.0598,7.397,3.733,15.115,102124.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-24-799,1761992484.7995641,images/image_2025-11-01_15-51-24-799_0167.jpg,-0.095,0.2705,1.0103,27.405,-2.16,17.931,102124.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-25-218,1761992485.2189567,images/image_2025-11-01_15-51-25-218_0168.jpg,-0.1472,0.199,1.0452,-15.252,-4.115,4.053,102125.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-25-728,1761992485.7283301,images/image_2025-11-01_15-51-25-728_0169.jpg,-0.0884,0.0598,1.0979,32.87,8.191,21.008,102125.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-26-161,1761992486.161328,images/image_2025-11-01_15-51-26-161_0170.jpg,-0.0112,0.1755,0.917,14.092,16.214,-10.053,102126.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-26-641,1761992486.6414685,images/image_2025-11-01_15-51-26-641_0171.jpg,-0.1304,0.4009,0.855,-18.405,-19.321,-9.954,102126.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-27-099,1761992487.0995834,images/image_2025-11-01_15-51-27-099_0172.jpg,-0.0542,0.2788,1.0571,-4.412,15.504,13.71,102127.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-27-550,1761992487.5505915,images/image_2025-11-01_15-51-27-550_0173.jpg,-0.1943,0.0981,0.8674,-22.779,-4.374,-15.206,102127.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-27-984,1761992487.9848895,images/image_2025-11-01_15-51-27-984_0174.jpg,-0.0056,0.2019,0.9697,-15.16,-13.542,0.252,102127.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-28-415,1761992488.4158447,images/image_2025-11-01_15-51-28-415_0175.jpg,-0.123,0.1069,1.0779,-5.099,-10.351,-1.939,102128.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-28-894,1761992488.8950229,images/image_2025-11-01_15-51-28-894_0176.jpg,-0.0378,0.1323,0.938,-5.618,5.282,18.672,102128.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-29-368,1761992489.3688815,images/image_2025-11-01_15-51-29-368_0177.jpg,-0.0554,0.0483,1.0327,3.679,10.069,1.931,102129.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-29-810,1761992489.8102682,images/image_2025-11-01_15-51-29-810_0178.jpg,-0.0015,0.345,0.8201,36.962,-15.786,-6.076,102129.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-30-355,1761992490.3552139,images/image_2025-11-01_15-51-30-355_0179.jpg,-0.0537,0.1323,0.8979,-36.076,15.947,-11.664,102130.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-30-770,1761992490.7710922,images/image_2025-11-01_15-51-30-770_0180.jpg,-0.0669,0.3503,0.9709,8.985,-4.267,10.595,102130.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-31-205,1761992491.2053468,images/image_2025-11-01_15-51-31-205_0181.jpg,-0.0564,0.3105,0.9658,-5.13,3.641,-22.824,102131.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-31-762,1761992491.76232,images/image_2025-11-01_15-51-31-762_0182.jpg,-0.0632,0.188,1.0161,7.634,1.893,-1.336,102131.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-32-168,1761992492.1690385,images/image_2025-11-01_15-51-32-168_0183.jpg,-0.0286,0.0664,1.0325,-3.824,20.191,-15.214,102132.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-32-598,1761992492.599088,images/image_2025-11-01_15-51-32-598_0184.jpg,-0.0718,0.2495,1.093,-6.023,10.481,-2.634,102132.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-33-251,1761992493.2513688,images/image_2025-11-01_15-51-33-251_0185.jpg,-0.1509,0.29,1.0725,4.84,4.397,5.916,102133.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-33-855,1761992493.8556778,images/image_2025-11-01_15-51-33-855_0186.jpg,0.0708,0.1619,0.7295,7.328,-22.427,2.557,102133.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-34-490,1761992494.4903696,images/image_2025-11-01_15-51-34-490_0187.jpg,-0.0854,0.1301,0.938,1.611,15.29,-0.649,102134.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-35-146,1761992495.146688,images/image_2025-11-01_15-51-35-146_0188.jpg,-0.0442,0.114,0.9932,-1.344,4.298,7.038,102135.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-35-603,1761992495.6036105,images/image_2025-11-01_15-51-35-603_0189.jpg,-0.0537,0.1614,1.0276,-5.237,-5.779,9.458,102135.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-36-027,1761992496.0277543,images/image_2025-11-01_15-51-36-027_0190.jpg,-0.0366,0.0925,1.093,-27.916,18.038,25.55,102135.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-36-735,1761992496.7358644,images/image_2025-11-01_15-51-36-735_0191.jpg,-0.0303,0.1062,0.8962,-15.031,14.137,-13.962,102136.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-37-272,1761992497.2722754,images/image_2025-11-01_15-51-37-272_0192.jpg,-0.0886,-0.0303,0.9084,2.29,1.305,-6.626,102137.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-37-694,1761992497.6941319,images/image_2025-11-01_15-51-37-694_0193.jpg,-0.0547,0.0068,0.9766,-9.069,-9.947,-1.214,102137.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-38-107,1761992498.1078527,images/image_2025-11-01_15-51-38-107_0194.jpg,-0.103,0.021,0.9795,-6.832,-24.519,15.687,102138.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-38-570,1761992498.570415,images/image_2025-11-01_15-51-38-570_0195.jpg,-0.0037,0.1494,1.0713,-4.672,-10.939,-14.13,102138.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-38-977,1761992498.9775522,images/image_2025-11-01_15-51-38-977_0196.jpg,-0.0208,0.0999,1.0457,16.649,28.0,13.16,102138.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-39-409,1761992499.409473,images/image_2025-11-01_15-51-39-409_0197.jpg,-0.0925,0.3113,0.9014,6.45,14.069,-11.695,102139.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-39-862,1761992499.862675,images/image_2025-11-01_15-51-39-862_0198.jpg,-0.0088,0.1541,0.9629,-29.084,-16.481,-25.802,102139.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-40-301,1761992500.3017519,images/image_2025-11-01_15-51-40-301_0199.jpg,-0.0449,0.0566,1.0439,-5.511,9.534,-15.0,102140.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-40-775,1761992500.7759764,images/image_2025-11-01_15-51-40-775_0200.jpg,-0.1194,0.1343,0.8589,-6.924,-6.481,1.847,102140.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-41-253,1761992501.253752,images/image_2025-11-01_15-51-41-253_0201.jpg,-0.2095,0.3186,0.9346,9.634,16.382,12.267,102141.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-41-722,1761992501.7226956,images/image_2025-11-01_15-51-41-722_0202.jpg,-0.1794,0.2065,1.0698,-33.992,22.046,5.397,102141.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-42-125,1761992502.1255133,images/image_2025-11-01_15-51-42-125_0203.jpg,-0.053,0.0483,1.0093,-8.87,-0.435,17.565,102141.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-42-654,1761992502.6547322,images/image_2025-11-01_15-51-42-654_0204.jpg,-0.1689,0.1594,1.0828,8.611,24.489,-5.344,102142.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-43-093,1761992503.09347,images/image_2025-11-01_15-51-43-093_0205.jpg,-0.1396,0.1792,1.2729,14.397,-10.366,-12.473,102143.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-43-531,1761992503.5316947,images/image_2025-11-01_15-51-43-531_0206.jpg,-0.1201,0.2229,0.959,-7.45,-16.786,5.008,102143.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-44-102,1761992504.1021252,images/image_2025-11-01_15-51-44-102_0207.jpg,-0.21,0.425,0.7424,-22.328,-13.0,1.275,102144.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-44-554,1761992504.5549867,images/image_2025-11-01_15-51-44-554_0208.jpg,-0.2078,0.3701,1.0054,35.229,4.84,17.0,102144.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-45-008,1761992505.0090647,images/image_2025-11-01_15-51-45-008_0209.jpg,-0.1746,0.3237,0.9866,2.137,19.374,6.023,102145.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-45-521,1761992505.5211694,images/image_2025-11-01_15-51-45-521_0210.jpg,-0.2703,0.4363,0.77,-16.137,5.458,3.145,102145.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-46-404,1761992506.404733,images/image_2025-11-01_15-51-46-404_0211.jpg,-0.2471,0.3118,1.0659,-6.771,13.603,-16.0,102146.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-46-865,1761992506.8656418,images/image_2025-11-01_15-51-46-865_0212.jpg,-0.3394,0.2263,0.9653,3.916,-2.885,-12.74,102146.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-47-339,1761992507.3397048,images/image_2025-11-01_15-51-47-339_0213.jpg,-0.3213,0.1023,1.0679,11.611,6.74,-0.664,102147.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-47-833,1761992507.8339782,images/image_2025-11-01_15-51-47-833_0214.jpg,-0.2466,0.0413,1.0854,9.145,1.206,0.534,102147.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-48-332,1761992508.332351,images/image_2025-11-01_15-51-48-332_0215.jpg,-0.2527,0.0574,0.9297,-48.756,4.252,2.198,102148.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-48-788,1761992508.7889113,images/image_2025-11-01_15-51-48-788_0216.jpg,-0.281,0.2273,0.853,-8.992,-0.878,10.511,102148.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-49-286,1761992509.2863772,images/image_2025-11-01_15-51-49-286_0217.jpg,-0.2278,0.1375,0.9595,0.595,0.092,1.885,102149.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-49-818,1761992509.8186128,images/image_2025-11-01_15-51-49-818_0218.jpg,-0.1335,0.3003,0.6968,31.84,-4.053,-6.45,102149.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-50-300,1761992510.300305,images/image_2025-11-01_15-51-50-300_0219.jpg,-0.2295,0.2966,0.9246,-53.893,2.649,-8.885,102150.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-50-805,1761992510.805181,images/image_2025-11-01_15-51-50-805_0220.jpg,-0.2253,0.1821,1.0149,-18.336,-5.634,-4.382,102150.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-51-258,1761992511.258821,images/image_2025-11-01_15-51-51-258_0221.jpg,-0.2119,0.3552,0.9099,-6.901,1.305,-4.168,102151.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-51-757,1761992511.7574914,images/image_2025-11-01_15-51-51-757_0222.jpg,-0.2097,0.2178,1.0344,-4.924,2.763,3.763,102151.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-52-213,1761992512.213418,images/image_2025-11-01_15-51-52-213_0223.jpg,-0.2029,0.2991,0.9792,-5.168,11.252,-4.427,102152.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-52-802,1761992512.8030102,images/image_2025-11-01_15-51-52-802_0224.jpg,-0.2131,0.0847,0.884,-12.962,-2.702,-3.618,102152.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-53-459,1761992513.459156,images/image_2025-11-01_15-51-53-459_0225.jpg,-0.1685,0.1016,0.9592,12.954,-1.702,-5.656,102153.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-53-877,1761992513.877566,images/image_2025-11-01_15-51-53-877_0226.jpg,-0.3708,-0.0256,1.1096,-14.275,7.282,-0.466,102153.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-54-448,1761992514.4490652,images/image_2025-11-01_15-51-54-448_0227.jpg,-0.2261,0.0505,1.0703,4.443,7.565,-0.42,102154.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-54-919,1761992514.9195292,images/image_2025-11-01_15-51-54-919_0228.jpg,-0.2153,0.1321,1.064,9.214,-5.489,-1.405,102154.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-55-503,1761992515.5033789,images/image_2025-11-01_15-51-55-503_0229.jpg,-0.2412,0.1458,0.8711,-1.534,-0.794,3.252,102155.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-56-030,1761992516.0309968,images/image_2025-11-01_15-51-56-030_0230.jpg,-0.2454,0.0083,1.1077,-0.588,12.382,-2.275,102156.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-56-579,1761992516.5799701,images/image_2025-11-01_15-51-56-579_0231.jpg,-0.3057,0.0029,1.1318,-14.916,0.702,-6.878,102156.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-57-110,1761992517.1108272,images/image_2025-11-01_15-51-57-110_0232.jpg,-0.2271,0.0591,0.9912,-9.168,0.786,-9.229,102157.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-57-603,1761992517.603615,images/image_2025-11-01_15-51-57-603_0233.jpg,-0.2856,0.0479,1.1162,-22.672,1.908,-16.16,102157.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-58-084,1761992518.0849686,images/image_2025-11-01_15-51-58-084_0234.jpg,-0.2246,-0.0317,1.0042,5.641,-4.046,-12.107,102158.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-58-581,1761992518.581204,images/image_2025-11-01_15-51-58-581_0235.jpg,-0.1885,0.0596,0.9753,-11.908,-4.725,-7.87,102158.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-59-078,1761992519.0782845,images/image_2025-11-01_15-51-59-078_0236.jpg,-0.2234,0.0669,1.0503,2.0,2.244,0.107,102159.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-51-59-684,1761992519.6846087,images/image_2025-11-01_15-51-59-684_0237.jpg,-0.1672,0.0576,0.8882,22.908,-1.115,6.015,102159.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-52-00-169,1761992520.1696627,images/image_2025-11-01_15-52-00-169_0238.jpg,-0.2295,0.0078,0.9268,0.282,2.282,6.092,102200.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-52-00-639,1761992520.63966,images/image_2025-11-01_15-52-00-639_0239.jpg,-0.2131,-0.125,1.0427,-4.878,0.687,-9.779,102200.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-52-01-174,1761992521.1745727,images/image_2025-11-01_15-52-01-174_0240.jpg,-0.1975,0.0615,0.9739,13.771,-1.824,-16.489,102201.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-52-01-668,1761992521.668828,images/image_2025-11-01_15-52-01-668_0241.jpg,-0.2161,-0.0181,1.0701,-11.962,11.015,0.473,102201.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-52-02-311,1761992522.311841,images/image_2025-11-01_15-52-02-311_0242.jpg,-0.157,0.0671,0.9915,-8.046,1.382,15.71,102202.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-52-02-795,1761992522.7955334,images/image_2025-11-01_15-52-02-795_0243.jpg,-0.187,0.0632,1.0728,-1.214,11.221,2.672,102202.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-52-03-269,1761992523.2699459,images/image_2025-11-01_15-52-03-269_0244.jpg,-0.1562,0.0386,0.998,-6.084,5.565,-8.702,102203.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-52-03-723,1761992523.7234514,images/image_2025-11-01_15-52-03-723_0245.jpg,-0.1924,-0.0193,0.9224,-0.405,5.359,-26.313,102203.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-52-04-154,1761992524.1541212,images/image_2025-11-01_15-52-04-154_0246.jpg,-0.2605,0.0603,0.8816,11.573,-5.092,-49.42,102204.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-11-01_15-52-04-616,1761992524.6162982,images/image_2025-11-01_15-52-04-616_0247.jpg,-0.2104,-0.0217,1.0195,-14.298,-8.176,-14.206,102204.00,N/A,N/A,N/A,N/A,N/A,N/A,V
