timestamp,epoch_time,image_filename,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,gps_utc,gps_lat,gps_ns,gps_lon,gps_ew,gps_speed_kn,gps_course_deg,gps_valid
2025-09-19_19-39-30-279,1758290970.2791665,images/image_2025-09-19_19-39-30-279_0001.jpg,-0.1716,-0.481,0.8069,10.74,7.71,7.542,140933.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-30-532,1758290970.5323431,images/image_2025-09-19_19-39-30-532_0002.jpg,-0.1401,-0.4407,0.95,-10.695,-0.176,-9.626,140933.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-30-774,1758290970.7741437,images/image_2025-09-19_19-39-30-774_0003.jpg,-0.1663,-0.521,0.8801,2.359,-0.542,1.534,140933.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-31-015,1758290971.0153644,images/image_2025-09-19_19-39-31-015_0004.jpg,-0.1575,-0.5063,0.8945,-8.939,-1.443,-8.092,140934.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-31-256,1758290971.2563741,images/image_2025-09-19_19-39-31-256_0005.jpg,-0.1597,-0.4934,0.8176,9.397,-6.0,14.031,140934.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-31-497,1758290971.4975064,images/image_2025-09-19_19-39-31-497_0006.jpg,-0.1296,-0.4998,0.8411,-8.176,2.565,-9.321,140934.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-31-735,1758290971.7358596,images/image_2025-09-19_19-39-31-735_0007.jpg,-0.1548,-0.4734,0.9014,11.573,-7.702,-11.305,140934.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-31-977,1758290971.978048,images/image_2025-09-19_19-39-31-977_0008.jpg,-0.0791,-0.5754,0.8425,-7.351,7.359,-16.061,140934.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-32-215,1758290972.2154946,images/image_2025-09-19_19-39-32-215_0009.jpg,-0.1296,-0.4792,0.9275,-10.573,2.802,13.58,140935.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-32-452,1758290972.452657,images/image_2025-09-19_19-39-32-452_0010.jpg,-0.1404,-0.5381,0.8354,-8.641,4.947,12.573,140935.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-32-689,1758290972.689804,images/image_2025-09-19_19-39-32-689_0011.jpg,-0.2151,-0.5503,0.8328,-7.435,-2.763,0.214,140935.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-32-927,1758290972.927391,images/image_2025-09-19_19-39-32-927_0012.jpg,-0.1553,-0.5122,0.8296,4.763,-14.924,9.351,140935.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-33-165,1758290973.165117,images/image_2025-09-19_19-39-33-165_0013.jpg,-0.1321,-0.4727,0.8848,1.802,-10.969,-1.374,140936.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-33-403,1758290973.4032452,images/image_2025-09-19_19-39-33-403_0014.jpg,-0.1296,-0.4893,0.8867,-8.366,4.55,-5.809,140936.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-33-641,1758290973.6415617,images/image_2025-09-19_19-39-33-641_0015.jpg,-0.0959,-0.5317,0.8696,-11.779,5.611,-9.656,140936.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-33-878,1758290973.878719,images/image_2025-09-19_19-39-33-878_0016.jpg,-0.1475,-0.541,0.8672,5.099,7.023,9.55,140936.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-34-116,1758290974.116707,images/image_2025-09-19_19-39-34-116_0017.jpg,-0.1521,-0.5271,0.865,-6.992,-4.542,-4.992,140937.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-34-354,1758290974.3543873,images/image_2025-09-19_19-39-34-354_0018.jpg,-0.1685,-0.5049,0.8591,-6.733,5.191,-4.519,140937.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-34-591,1758290974.5920525,images/image_2025-09-19_19-39-34-591_0019.jpg,-0.1709,-0.5474,0.8289,-10.191,19.885,7.634,140937.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-34-829,1758290974.830027,images/image_2025-09-19_19-39-34-829_0020.jpg,-0.2217,-0.5801,0.8423,-10.847,6.351,0.168,140937.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-35-068,1758290975.0686805,images/image_2025-09-19_19-39-35-068_0021.jpg,-0.1882,-0.6091,0.7717,-4.359,-5.55,-3.817,140938.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-35-307,1758290975.3080242,images/image_2025-09-19_19-39-35-307_0022.jpg,-0.2063,-0.5515,0.856,6.74,-8.916,-0.756,140938.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-35-545,1758290975.5457041,images/image_2025-09-19_19-39-35-545_0023.jpg,-0.1924,-0.5256,0.8843,6.824,8.053,9.824,140938.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-35-810,1758290975.8104641,images/image_2025-09-19_19-39-35-810_0024.jpg,-0.2395,-0.4768,0.8867,-0.031,8.656,12.168,140938.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-36-085,1758290976.0854006,images/image_2025-09-19_19-39-36-085_0025.jpg,-0.3779,-0.5002,1.001,46.282,42.229,-114.893,140938.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-36-360,1758290976.3606236,images/image_2025-09-19_19-39-36-360_0026.jpg,0.0,0.0,0.0,0.0,0.0,0.0,140939.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-36-595,1758290976.5957851,images/image_2025-09-19_19-39-36-595_0027.jpg,0.0,0.0,0.0,0.0,0.0,0.0,140939.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-36-831,1758290976.831274,images/image_2025-09-19_19-39-36-831_0028.jpg,-0.0154,-0.5073,0.8899,32.351,10.435,-250.137,140939.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-37-069,1758290977.0696337,images/image_2025-09-19_19-39-37-069_0029.jpg,0.3525,-0.3313,1.3372,-50.481,9.687,-55.748,140940.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-37-308,1758290977.3090603,images/image_2025-09-19_19-39-37-308_0030.jpg,0.2605,-0.3589,0.7539,-40.008,-39.718,113.244,140940.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-37-545,1758290977.545984,images/image_2025-09-19_19-39-37-545_0031.jpg,0.3926,-0.6714,0.6833,4.679,47.107,104.58,140940.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-37-783,1758290977.783258,images/image_2025-09-19_19-39-37-783_0032.jpg,0.3008,-0.4827,0.7854,35.359,-83.344,102.137,140940.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-38-022,1758290978.0222125,images/image_2025-09-19_19-39-38-022_0033.jpg,0.0,0.0,0.0,0.0,0.0,0.0,140941.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-38-256,1758290978.2564216,images/image_2025-09-19_19-39-38-256_0034.jpg,0.6814,-0.2957,0.8311,24.885,10.969,-9.947,140941.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-38-493,1758290978.4938657,images/image_2025-09-19_19-39-38-493_0035.jpg,0.0,0.0,0.0,0.0,0.0,0.0,140941.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-38-727,1758290978.7278867,images/image_2025-09-19_19-39-38-727_0036.jpg,0.5308,-0.2827,0.8486,-5.702,38.168,-42.145,140941.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-38-965,1758290978.9656918,images/image_2025-09-19_19-39-38-965_0037.jpg,0.7083,0.042,0.9539,54.71,-36.405,110.313,140941.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-39-204,1758290979.2041419,images/image_2025-09-19_19-39-39-204_0038.jpg,0.6772,-0.0378,0.9053,-60.427,54.885,0.443,140942.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-39-441,1758290979.4418814,images/image_2025-09-19_19-39-39-441_0039.jpg,0.4143,-0.0806,1.0012,-32.679,27.771,-55.198,140942.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-39-679,1758290979.679264,images/image_2025-09-19_19-39-39-679_0040.jpg,0.635,-0.2231,0.8447,56.565,-67.427,-106.733,140942.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-39-916,1758290979.9164855,images/image_2025-09-19_19-39-39-916_0041.jpg,0.3938,-0.3108,0.7573,-184.939,-250.137,195.779,140942.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-40-153,1758290980.15367,images/image_2025-09-19_19-39-40-153_0042.jpg,0.9553,-0.7292,1.0549,8.473,89.924,-31.473,140943.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-40-391,1758290980.3918507,images/image_2025-09-19_19-39-40-391_0043.jpg,1.0442,-0.0024,1.0073,-57.954,-90.901,237.053,140943.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-40-630,1758290980.6308796,images/image_2025-09-19_19-39-40-630_0044.jpg,0.2615,-0.4438,0.9502,-53.977,44.992,-3.366,140943.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-40-869,1758290980.869959,images/image_2025-09-19_19-39-40-869_0045.jpg,0.4124,-0.4375,0.8303,1.656,-19.168,-53.687,140943.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-41-107,1758290981.10769,images/image_2025-09-19_19-39-41-107_0046.jpg,0.4934,-0.0745,0.7837,41.038,3.733,26.038,140944.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-41-344,1758290981.344976,images/image_2025-09-19_19-39-41-344_0047.jpg,0.0781,-0.4805,1.168,-21.298,-15.282,25.733,140944.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-41-606,1758290981.6066191,images/image_2025-09-19_19-39-41-606_0048.jpg,0.0361,-0.5215,1.0054,-123.137,63.153,-11.573,140944.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-41-892,1758290981.8924265,images/image_2025-09-19_19-39-41-892_0049.jpg,0.5405,-0.6609,0.5068,38.557,35.069,0.0,140944.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-42-130,1758290982.1302395,images/image_2025-09-19_19-39-42-130_0050.jpg,0.4629,-0.2336,0.9124,163.977,38.26,-250.137,140944.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-42-368,1758290982.3683426,images/image_2025-09-19_19-39-42-368_0051.jpg,0.0496,0.9841,1.1287,-80.595,143.863,-1.656,140945.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-42-605,1758290982.6057637,images/image_2025-09-19_19-39-42-605_0052.jpg,-0.0513,0.2603,1.0403,-32.275,1.939,54.542,140945.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-42-843,1758290982.8432477,images/image_2025-09-19_19-39-42-843_0053.jpg,-0.0608,0.0237,0.9736,0.466,2.87,-17.611,140945.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-43-080,1758290983.0802708,images/image_2025-09-19_19-39-43-080_0054.jpg,-0.0332,0.135,0.99,-32.481,17.695,19.336,140946.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-43-317,1758290983.317254,images/image_2025-09-19_19-39-43-317_0055.jpg,-0.0508,0.0051,0.9595,-26.702,-4.229,-13.053,140946.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-43-554,1758290983.554637,images/image_2025-09-19_19-39-43-554_0056.jpg,-0.1458,-0.0247,1.0422,4.641,35.115,-13.878,140946.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-43-791,1758290983.7918665,images/image_2025-09-19_19-39-43-791_0057.jpg,-0.0925,-0.0354,1.0181,8.023,-6.947,-59.863,140946.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-44-029,1758290984.0292568,images/image_2025-09-19_19-39-44-029_0058.jpg,-0.0659,0.125,1.0054,-8.252,-13.221,-5.122,140947.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-44-267,1758290984.2673259,images/image_2025-09-19_19-39-44-267_0059.jpg,-0.0764,0.1096,1.0293,-10.053,4.45,-15.611,140947.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-44-504,1758290984.5046985,images/image_2025-09-19_19-39-44-504_0060.jpg,-0.0933,-0.0032,1.01,-9.29,-12.832,-26.794,140947.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-44-742,1758290984.742157,images/image_2025-09-19_19-39-44-742_0061.jpg,-0.0664,0.0115,1.0398,-9.191,4.069,-3.023,140947.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-44-979,1758290984.9792461,images/image_2025-09-19_19-39-44-979_0062.jpg,-0.041,-0.0056,1.0054,-1.198,5.718,3.687,140947.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-45-216,1758290985.2162793,images/image_2025-09-19_19-39-45-216_0063.jpg,-0.0852,0.0186,1.0376,-1.817,-5.023,2.42,140948.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-45-453,1758290985.4535403,images/image_2025-09-19_19-39-45-453_0064.jpg,0.0205,0.0,1.0208,-8.0,-6.71,-10.534,140948.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-45-690,1758290985.6907382,images/image_2025-09-19_19-39-45-690_0065.jpg,-0.0417,0.0432,1.0259,-4.092,1.573,-5.473,140948.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-45-927,1758290985.9279974,images/image_2025-09-19_19-39-45-927_0066.jpg,0.0022,0.0127,1.0195,-14.29,2.427,-2.702,140948.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-46-165,1758290986.1654027,images/image_2025-09-19_19-39-46-165_0067.jpg,-0.0134,0.0142,1.0017,-0.779,-3.137,11.511,140949.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-46-403,1758290986.4038372,images/image_2025-09-19_19-39-46-403_0068.jpg,-0.0271,0.0676,1.0693,-5.924,-2.382,2.115,140949.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-46-643,1758290986.6431358,images/image_2025-09-19_19-39-46-643_0069.jpg,-0.1277,0.0266,1.0281,8.053,-38.519,40.779,140949.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-46-880,1758290986.8805795,images/image_2025-09-19_19-39-46-880_0070.jpg,0.5068,0.0742,0.9521,2.038,-83.954,23.313,140949.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-47-147,1758290987.147647,images/image_2025-09-19_19-39-47-147_0071.jpg,0.6335,0.0142,0.7913,4.344,-32.29,22.069,140950.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-47-419,1758290987.4193237,images/image_2025-09-19_19-39-47-419_0072.jpg,0.7849,-0.0483,0.6323,-3.985,-15.29,6.221,140950.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-47-656,1758290987.6566412,images/image_2025-09-19_19-39-47-656_0073.jpg,0.8293,-0.0044,0.5571,11.84,-45.519,4.13,140950.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-47-893,1758290987.8939025,images/image_2025-09-19_19-39-47-893_0074.jpg,0.8391,-0.0527,0.4336,7.076,-35.885,22.145,140950.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-48-130,1758290988.1309698,images/image_2025-09-19_19-39-48-130_0075.jpg,1.0681,-0.0808,0.1509,11.595,-65.481,20.473,140950.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-48-368,1758290988.3682075,images/image_2025-09-19_19-39-48-368_0076.jpg,0.8372,-0.2048,-0.0476,1.137,-14.55,-2.382,140951.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-48-605,1758290988.605898,images/image_2025-09-19_19-39-48-605_0077.jpg,1.0215,-0.0798,0.0601,-2.733,8.855,-29.748,140951.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-48-844,1758290988.844351,images/image_2025-09-19_19-39-48-844_0078.jpg,0.9233,-0.0586,0.1292,-9.908,61.802,-1.305,140951.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-49-082,1758290989.0827086,images/image_2025-09-19_19-39-49-082_0079.jpg,0.7224,-0.2029,0.4329,-1.824,68.0,23.847,140952.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-49-320,1758290989.3202155,images/image_2025-09-19_19-39-49-320_0080.jpg,0.3362,-0.3999,0.5876,59.626,157.733,-39.237,140952.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-49-557,1758290989.557206,images/image_2025-09-19_19-39-49-557_0081.jpg,0.2607,0.0217,0.9287,16.443,53.176,-14.534,140952.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-49-794,1758290989.794241,images/image_2025-09-19_19-39-49-794_0082.jpg,0.27,0.0352,0.9688,-8.718,6.863,-1.489,140952.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-50-031,1758290990.0316427,images/image_2025-09-19_19-39-50-031_0083.jpg,0.3533,0.1294,1.0645,20.374,-17.55,46.023,140953.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-50-268,1758290990.2689602,images/image_2025-09-19_19-39-50-268_0084.jpg,0.3347,0.0293,0.8943,13.137,28.046,-15.023,140953.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-50-506,1758290990.5065587,images/image_2025-09-19_19-39-50-506_0085.jpg,0.1121,0.0901,0.9836,18.221,17.221,-76.008,140953.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-50-744,1758290990.7443154,images/image_2025-09-19_19-39-50-744_0086.jpg,0.1514,0.1641,0.9939,6.26,3.573,-1.954,140953.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-50-982,1758290990.9830093,images/image_2025-09-19_19-39-50-982_0087.jpg,0.1086,0.1978,0.9609,-10.328,-2.573,-6.0,140953.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-51-220,1758290991.2200985,images/image_2025-09-19_19-39-51-220_0088.jpg,0.0483,0.0542,0.9792,-31.618,13.229,-23.901,140954.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-51-456,1758290991.4569888,images/image_2025-09-19_19-39-51-456_0089.jpg,0.0811,0.052,0.9897,-0.992,6.969,-11.267,140954.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-51-694,1758290991.6941152,images/image_2025-09-19_19-39-51-694_0090.jpg,0.0266,0.1021,0.999,-8.046,-7.901,5.443,140954.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-51-931,1758290991.9311523,images/image_2025-09-19_19-39-51-931_0091.jpg,0.0596,0.0862,1.0027,-4.939,-5.855,-1.466,140954.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-52-168,1758290992.1685715,images/image_2025-09-19_19-39-52-168_0092.jpg,0.0698,0.0461,1.0608,-8.748,7.466,-2.595,140955.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-52-405,1758290992.4060953,images/image_2025-09-19_19-39-52-405_0093.jpg,0.1028,0.0928,0.9954,0.718,0.389,-4.84,140955.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-52-674,1758290992.6743503,images/image_2025-09-19_19-39-52-674_0094.jpg,0.0974,0.0515,1.0046,-1.763,-1.527,-7.725,140955.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-52-912,1758290992.9123435,images/image_2025-09-19_19-39-52-912_0095.jpg,0.116,0.0574,1.0325,-8.061,-2.954,-0.481,140955.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-53-150,1758290993.1501815,images/image_2025-09-19_19-39-53-150_0096.jpg,0.1863,0.0579,0.9851,-5.794,0.008,2.122,140956.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-53-387,1758290993.387799,images/image_2025-09-19_19-39-53-387_0097.jpg,0.1211,0.0771,1.0229,2.13,-2.45,-0.802,140956.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-53-624,1758290993.624835,images/image_2025-09-19_19-39-53-624_0098.jpg,0.0996,0.2419,0.9634,33.718,-13.687,64.13,140956.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-53-862,1758290993.8621824,images/image_2025-09-19_19-39-53-862_0099.jpg,0.2056,0.1091,0.9973,-5.298,33.786,-8.885,140956.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-54-099,1758290994.0993743,images/image_2025-09-19_19-39-54-099_0100.jpg,0.1304,0.1689,1.0256,9.641,1.832,5.496,140956.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-54-336,1758290994.336571,images/image_2025-09-19_19-39-54-336_0101.jpg,0.208,0.177,1.0,-17.901,-19.611,9.55,140957.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-54-573,1758290994.5740278,images/image_2025-09-19_19-39-54-573_0102.jpg,0.2136,0.0747,1.0046,1.328,0.061,-2.527,140957.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-54-811,1758290994.8115354,images/image_2025-09-19_19-39-54-811_0103.jpg,0.1855,0.126,0.9929,-12.191,8.496,-12.58,140957.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-55-049,1758290995.0494852,images/image_2025-09-19_19-39-55-049_0104.jpg,0.0703,0.1436,1.0349,-8.595,18.29,-25.756,140958.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-55-288,1758290995.288931,images/image_2025-09-19_19-39-55-288_0105.jpg,0.1814,0.1621,1.0371,-8.015,26.092,-20.603,140958.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-55-525,1758290995.525882,images/image_2025-09-19_19-39-55-525_0106.jpg,-0.0564,0.1045,0.9392,-9.366,-4.305,34.695,140958.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-55-762,1758290995.762856,images/image_2025-09-19_19-39-55-762_0107.jpg,0.1108,0.082,1.0117,-11.359,-8.344,-1.992,140958.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-55-999,1758290995.9998534,images/image_2025-09-19_19-39-55-999_0108.jpg,-0.0593,-0.0295,1.0071,-7.351,5.679,-3.038,140958.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-56-236,1758290996.2368271,images/image_2025-09-19_19-39-56-236_0109.jpg,0.0071,0.0293,1.0598,5.29,4.359,-1.893,140959.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-56-474,1758290996.4747398,images/image_2025-09-19_19-39-56-474_0110.jpg,0.0339,-0.0029,1.0212,2.679,-1.481,-2.389,140959.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-56-712,1758290996.7123573,images/image_2025-09-19_19-39-56-712_0111.jpg,-0.0081,-0.0305,1.0215,-1.87,0.985,-7.313,140959.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-56-951,1758290996.9518945,images/image_2025-09-19_19-39-56-951_0112.jpg,0.0339,0.0347,1.0374,0.672,-0.496,-0.084,140959.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-57-190,1758290997.1908526,images/image_2025-09-19_19-39-57-190_0113.jpg,0.0159,0.0396,1.0039,-7.603,2.901,-7.939,141000.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-57-428,1758290997.4286702,images/image_2025-09-19_19-39-57-428_0114.jpg,0.0747,0.0051,1.0303,-3.0,0.702,-4.519,141000.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-57-666,1758290997.6666398,images/image_2025-09-19_19-39-57-666_0115.jpg,0.0232,0.0396,1.031,-7.748,-4.221,-0.901,141000.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-57-938,1758290997.938486,images/image_2025-09-19_19-39-57-938_0116.jpg,0.0386,0.0388,1.0134,-1.046,1.206,1.626,141000.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-58-176,1758290998.1766078,images/image_2025-09-19_19-39-58-176_0117.jpg,0.0166,0.0366,1.0332,-0.076,-0.42,3.489,141001.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-58-414,1758290998.4150765,images/image_2025-09-19_19-39-58-414_0118.jpg,0.0112,0.0415,1.021,1.366,2.076,1.885,141001.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-58-655,1758290998.655223,images/image_2025-09-19_19-39-58-655_0119.jpg,-0.0273,0.0151,1.0381,-7.817,0.618,-2.13,141001.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-58-893,1758290998.8932784,images/image_2025-09-19_19-39-58-893_0120.jpg,0.0393,0.0857,1.0061,-2.611,0.382,3.519,141001.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-59-132,1758290999.1329465,images/image_2025-09-19_19-39-59-132_0121.jpg,-0.0112,0.0542,1.0193,-2.053,3.832,-1.282,141002.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-59-371,1758290999.3711653,images/image_2025-09-19_19-39-59-371_0122.jpg,-0.0217,0.0642,1.0476,-5.573,-11.565,0.992,141002.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-59-609,1758290999.6096876,images/image_2025-09-19_19-39-59-609_0123.jpg,-0.02,0.0684,0.9858,-3.076,2.672,1.321,141002.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-39-59-847,1758290999.8478372,images/image_2025-09-19_19-39-59-847_0124.jpg,0.0413,0.0205,1.032,-6.489,-0.809,7.832,141002.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-40-00-086,1758291000.086533,images/image_2025-09-19_19-40-00-086_0125.jpg,0.0229,0.0696,1.0198,-8.931,1.58,11.229,141002.00,N/A,N/A,N/A,N/A,N/A,N/A,V
2025-09-19_19-40-00-325,1758291000.3252902,images/image_2025-09-19_19-40-00-325_0126.jpg,0.0286,0.0498,1.0271,-2.496,-0.802,-0.221,141003.00,N/A,N/A,N/A,N/A,N/A,N/A,V
